Date,Race,Rank,Rider,CQ
7/09/2014,"Vuelta a España, Stage 15 : Oviedo - Lagos de Covadonga",73.,QUINZIATO Manuel,0
6/09/2014,"Vuelta a España, Stage 14 : Santander - La Camperona",63.,QUINZIATO Manuel,0
5/09/2014,"Vuelta a España, Stage 13 : Belorado - Obregon",74.,QUINZIATO Manuel,0
4/09/2014,"Vuelta a España, Stage 12 : Logroño - Logroño",97.,QUINZIATO Manuel,0
3/09/2014,"Vuelta a España, Stage 11 : Pamplona - San Miguel de Aralar",134.,QUINZIATO Manuel,0
2/09/2014,"Vuelta a España, Stage 10 : Santa Maria de Veruela - Borja I.T.T.",27.,QUINZIATO Manuel,0
31/08/2014,"Vuelta a España, Stage 9 : Carboneras de Guadazon - Estacion de Valdelinares",123.,QUINZIATO Manuel,0
30/08/2014,"Vuelta a España, Stage 8 : Baeza - Albacete",50.,QUINZIATO Manuel,0
29/08/2014,"Vuelta a España, Stage 7 : Alhendin - Alcaudete",77.,QUINZIATO Manuel,0
28/08/2014,"Vuelta a España, Stage 6 : Benalmadena - La Zubia/Cumbres Verdes",91.,QUINZIATO Manuel,0
27/08/2014,"Vuelta a España, Stage 5 : Priego de Cordoba - Ronda",82.,QUINZIATO Manuel,0
26/08/2014,"Vuelta a España, Stage 4 : Mairena del Alcor - Cordoba",64.,QUINZIATO Manuel,0
25/08/2014,"Vuelta a España, Stage 3 : Cadiz - Arcos de la Frontera",92.,QUINZIATO Manuel,0
24/08/2014,"Vuelta a España, Stage 2 : Algeciras - San Fernando",156.,QUINZIATO Manuel,0
23/08/2014,"Vuelta a España, Stage 1 : Jerez De La Frontera T.T.T.",9.,QUINZIATO Manuel,0
17/08/2014,Eneco Tour,27.,QUINZIATO Manuel,9
17/08/2014,"Eneco Tour, Stage 7 : Riemst (Bel) - Sittard",38.,QUINZIATO Manuel,0
16/08/2014,"Eneco Tour, Stage 6 : Heerlen (Ned) - La Redoute",65.,QUINZIATO Manuel,0
15/08/2014,"Eneco Tour, Stage 5 : Geraardsbergen - Geraardsbergen",20.,QUINZIATO Manuel,0
14/08/2014,"Eneco Tour, Stage 4 : Koksijde - Ardooie",39.,QUINZIATO Manuel,0
13/08/2014,"Eneco Tour, Stage 3 : Breda - Breda I.T.T.",4.,QUINZIATO Manuel,8
12/08/2014,"Eneco Tour, Stage 2 : Waalwijk - Vlijmen",5.,QUINZIATO Manuel,4
11/08/2014,"Eneco Tour, Stage 1 : Terneuzen - Terneuzen",72.,QUINZIATO Manuel,0
13/07/2014,Österreich-Rundfahrt / Tour of Austria,61.,QUINZIATO Manuel,0
12/07/2014,"Österreich-Rundfahrt / Tour of Austria, Stage 7 : Podersdorf am Neusiedler See I.T.T.",3.,QUINZIATO Manuel,10
1/06/2014,Giro d'Italia,112.,QUINZIATO Manuel,15
1/06/2014,"Giro d'Italia, Stage 21 : Gemona del Friuli - Trieste",36.,QUINZIATO Manuel,0
31/05/2014,"Giro d'Italia, Stage 20 : Maniago - Monte Zoncolan",104.,QUINZIATO Manuel,0
30/05/2014,"Giro d'Italia, Stage 19 : Bassano del Grappa - Cima Grappa I.T.T.",123.,QUINZIATO Manuel,0
29/05/2014,"Giro d'Italia, Stage 18 : Belluno - Rifugio Panarotta",115.,QUINZIATO Manuel,0
28/05/2014,"Giro d'Italia, Stage 17 : Sarnonico - Vittorio Veneto",113.,QUINZIATO Manuel,0
27/05/2014,"Giro d'Italia, Stage 16 : Ponte di Legno - Val Martello",64.,QUINZIATO Manuel,0
25/05/2014,"Giro d'Italia, Stage 15 : Valdengo - Plan di Montecampione",150.,QUINZIATO Manuel,0
24/05/2014,"Giro d'Italia, Stage 14 : Aglie - Oropa",65.,QUINZIATO Manuel,0
23/05/2014,"Giro d'Italia, Stage 13 : Fossano - Rivarolo Canavese",151.,QUINZIATO Manuel,0
22/05/2014,"Giro d'Italia, Stage 12 : Barbaresco - Barolo I.T.T.",61.,QUINZIATO Manuel,0
21/05/2014,"Giro d'Italia, Stage 11 : Collecchio - Savona",147.,QUINZIATO Manuel,0
20/05/2014,"Giro d'Italia, Stage 10 : Modena - Salsomaggiore Terme",143.,QUINZIATO Manuel,0
18/05/2014,"Giro d'Italia, Stage 9 : Lugo - Sestola",109.,QUINZIATO Manuel,0
17/05/2014,"Giro d'Italia, Stage 8 : Foligno - Montecopiolo",143.,QUINZIATO Manuel,0
16/05/2014,"Giro d'Italia, Stage 7 : Frosinone - Foligno",135.,QUINZIATO Manuel,0
15/05/2014,"Giro d'Italia, Stage 6 : Sassano - Montecassino",84.,QUINZIATO Manuel,0
14/05/2014,"Giro d'Italia, Stage 5 : Taranto - Viggiano",151.,QUINZIATO Manuel,0
13/05/2014,"Giro d'Italia, Stage 4 : Giovinazzo - Bari",84.,QUINZIATO Manuel,0
11/05/2014,"Giro d'Italia, Stage 3 : Armagh (Gbr) - Dublin (Irl)",64.,QUINZIATO Manuel,0
10/05/2014,"Giro d'Italia, Stage 2 : Belfast (Gbr) - Belfast (Gbr)",79.,QUINZIATO Manuel,0
9/05/2014,"Giro d'Italia, Stage 1 : Belfast (Gbr) T.T.T.",-,QUINZIATO Manuel,0
13/04/2014,Paris - Roubaix,96.,QUINZIATO Manuel,5
9/04/2014,Scheldeprijs,86.,QUINZIATO Manuel,0
6/04/2014,Ronde van Vlaanderen,56.,QUINZIATO Manuel,5
30/03/2014,Gent - Wevelgem,57.,QUINZIATO Manuel,5
28/03/2014,E3 Prijs Vlaanderen - Harelbeke,97.,QUINZIATO Manuel,5
23/03/2014,Milano - Sanremo,48.,QUINZIATO Manuel,5
18/03/2014,Tirreno - Adriatico,86.,QUINZIATO Manuel,5
18/03/2014,"Tirreno - Adriatico, Stage 7 : San Benedetto del Tronto I.T.T.",8.,QUINZIATO Manuel,1
17/03/2014,"Tirreno - Adriatico, Stage 6 : Bucchianico - Porto Sant'Elpidio",96.,QUINZIATO Manuel,0
16/03/2014,"Tirreno - Adriatico, Stage 5 : Amatrice - Guardiagrele",113.,QUINZIATO Manuel,0
15/03/2014,"Tirreno - Adriatico, Stage 4 : Indicatore - Cittareale (Selva Rotonda)",87.,QUINZIATO Manuel,0
14/03/2014,"Tirreno - Adriatico, Stage 3 : Cascina - Arezzo",131.,QUINZIATO Manuel,0
13/03/2014,"Tirreno - Adriatico, Stage 2 : San Vincenzo - Cascina",51.,QUINZIATO Manuel,0
12/03/2014,"Tirreno - Adriatico, Stage 1 : Donoratico - San Vincenzo T.T.T.",11.,QUINZIATO Manuel,0
9/03/2014,Roma Maxima,68.,QUINZIATO Manuel,0
8/03/2014,Strade Bianche,31.,QUINZIATO Manuel,0
23/02/2014,Tour du Haut-Var,70.,QUINZIATO Manuel,0
26/01/2014,Tour de San Luis,79.,QUINZIATO Manuel,0
24/01/2014,"Tour de San Luis, Stage 5 : San Luis - San Luis I.T.T.",6.,QUINZIATO Manuel,0
14/10/2014,Tour of Beijing,13.0,SANCHEZ GONZALEZ Samuel,40
14/10/2014,"Tour of Beijing, Stage 5 : Tiananmen Square - Bird’s Nest",32.0,SANCHEZ GONZALEZ Samuel,0
13/10/2014,"Tour of Beijing, Stage 4 : Yanqing - Mentougou Miaofeng",14.0,SANCHEZ GONZALEZ Samuel,0
12/10/2014,"Tour of Beijing, Stage 3 : Yanqing - Qianjiadian",31.0,SANCHEZ GONZALEZ Samuel,0
11/10/2014,"Tour of Beijing, Stage 2 : Chong Li - Yan Jia Ping",14.0,SANCHEZ GONZALEZ Samuel,0
10/10/2014,"Tour of Beijing, Stage 1 : Chong Li - Zhangjiakou",73.0,SANCHEZ GONZALEZ Samuel,0
5/10/2014,Il Lombardia,5.0,SANCHEZ GONZALEZ Samuel,112
14/09/2014,Vuelta a España,6.0,SANCHEZ GONZALEZ Samuel,215
14/09/2014,"Vuelta a España, Stage 21 : Santiago de Compostela I.T.T.",48.0,SANCHEZ GONZALEZ Samuel,0
13/09/2014,"Vuelta a España, Stage 20 : Santa Estebo de Ribas do Sil - Ancares",8.0,SANCHEZ GONZALEZ Samuel,3
12/09/2014,"Vuelta a España, Stage 19 : Salvaterra de Miño - Cangas do Morazzo",20.0,SANCHEZ GONZALEZ Samuel,0
11/09/2014,"Vuelta a España, Stage 18 : La Estrada - Monte Castrove en Meis",6.0,SANCHEZ GONZALEZ Samuel,7
10/09/2014,"Vuelta a España, Stage 17 : Ortigueira - La Coruña",35.0,SANCHEZ GONZALEZ Samuel,0
8/09/2014,"Vuelta a España, Stage 16 : San Martin del Rey Aurelio - Lagos de Somiedo",9.0,SANCHEZ GONZALEZ Samuel,2
7/09/2014,"Vuelta a España, Stage 15 : Oviedo - Lagos de Covadonga",13.0,SANCHEZ GONZALEZ Samuel,0
6/09/2014,"Vuelta a España, Stage 14 : Santander - La Camperona",28.0,SANCHEZ GONZALEZ Samuel,0
5/09/2014,"Vuelta a España, Stage 13 : Belorado - Obregon",14.0,SANCHEZ GONZALEZ Samuel,0
4/09/2014,"Vuelta a España, Stage 12 : Logroño - Logroño",18.0,SANCHEZ GONZALEZ Samuel,0
3/09/2014,"Vuelta a España, Stage 11 : Pamplona - San Miguel de Aralar",7.0,SANCHEZ GONZALEZ Samuel,5
2/09/2014,"Vuelta a España, Stage 10 : Santa Maria de Veruela - Borja I.T.T.",5.0,SANCHEZ GONZALEZ Samuel,10
31/08/2014,"Vuelta a España, Stage 9 : Carboneras de Guadazon - Estacion de Valdelinares",28.0,SANCHEZ GONZALEZ Samuel,0
30/08/2014,"Vuelta a España, Stage 8 : Baeza - Albacete",19.0,SANCHEZ GONZALEZ Samuel,0
29/08/2014,"Vuelta a España, Stage 7 : Alhendin - Alcaudete",52.0,SANCHEZ GONZALEZ Samuel,0
28/08/2014,"Vuelta a España, Stage 6 : Benalmadena - La Zubia/Cumbres Verdes",15.0,SANCHEZ GONZALEZ Samuel,0
27/08/2014,"Vuelta a España, Stage 5 : Priego de Cordoba - Ronda",24.0,SANCHEZ GONZALEZ Samuel,0
26/08/2014,"Vuelta a España, Stage 4 : Mairena del Alcor - Cordoba",39.0,SANCHEZ GONZALEZ Samuel,0
25/08/2014,"Vuelta a España, Stage 3 : Cadiz - Arcos de la Frontera",12.0,SANCHEZ GONZALEZ Samuel,0
24/08/2014,"Vuelta a España, Stage 2 : Algeciras - San Fernando",22.0,SANCHEZ GONZALEZ Samuel,0
23/08/2014,"Vuelta a España, Stage 1 : Jerez De La Frontera T.T.T.",9.0,SANCHEZ GONZALEZ Samuel,0
9/08/2014,Tour de Pologne,12.0,SANCHEZ GONZALEZ Samuel,45
9/08/2014,"Tour de Pologne, Stage 7 : Krakow - Krakow I.T.T.",42.0,SANCHEZ GONZALEZ Samuel,0
8/08/2014,"Tour de Pologne, Stage 6 : Bukowina Tatrzanska - Bukowina Tatrzanska",17.0,SANCHEZ GONZALEZ Samuel,0
7/08/2014,"Tour de Pologne, Stage 5 : Zakopane - Strbskie Pleso (Svk)",6.0,SANCHEZ GONZALEZ Samuel,3
6/08/2014,"Tour de Pologne, Stage 4 : Tarnow - Katowice",58.0,SANCHEZ GONZALEZ Samuel,0
5/08/2014,"Tour de Pologne, Stage 3 : Kielce - Rzeszow",86.0,SANCHEZ GONZALEZ Samuel,0
4/08/2014,"Tour de Pologne, Stage 2 : Torun - Warszawa",44.0,SANCHEZ GONZALEZ Samuel,0
3/08/2014,"Tour de Pologne, Stage 1 : Gdansk - Bydgoszcz",52.0,SANCHEZ GONZALEZ Samuel,0
22/06/2014,Ster ZLM Tour,23.0,SANCHEZ GONZALEZ Samuel,4
12/06/2014,GP Kanton Aargau - Gippingen,28.0,SANCHEZ GONZALEZ Samuel,5
1/06/2014,Giro d'Italia,24.0,SANCHEZ GONZALEZ Samuel,56
1/06/2014,"Giro d'Italia, Stage 21 : Gemona del Friuli - Trieste",34.0,SANCHEZ GONZALEZ Samuel,0
31/05/2014,"Giro d'Italia, Stage 20 : Maniago - Monte Zoncolan",44.0,SANCHEZ GONZALEZ Samuel,0
30/05/2014,"Giro d'Italia, Stage 19 : Bassano del Grappa - Cima Grappa I.T.T.",45.0,SANCHEZ GONZALEZ Samuel,0
29/05/2014,"Giro d'Italia, Stage 18 : Belluno - Rifugio Panarotta",34.0,SANCHEZ GONZALEZ Samuel,0
28/05/2014,"Giro d'Italia, Stage 17 : Sarnonico - Vittorio Veneto",94.0,SANCHEZ GONZALEZ Samuel,0
27/05/2014,"Giro d'Italia, Stage 16 : Ponte di Legno - Val Martello",53.0,SANCHEZ GONZALEZ Samuel,0
25/05/2014,"Giro d'Italia, Stage 15 : Valdengo - Plan di Montecampione",22.0,SANCHEZ GONZALEZ Samuel,0
24/05/2014,"Giro d'Italia, Stage 14 : Aglie - Oropa",57.0,SANCHEZ GONZALEZ Samuel,0
23/05/2014,"Giro d'Italia, Stage 13 : Fossano - Rivarolo Canavese",43.0,SANCHEZ GONZALEZ Samuel,0
22/05/2014,"Giro d'Italia, Stage 12 : Barbaresco - Barolo I.T.T.",52.0,SANCHEZ GONZALEZ Samuel,0
21/05/2014,"Giro d'Italia, Stage 11 : Collecchio - Savona",40.0,SANCHEZ GONZALEZ Samuel,0
20/05/2014,"Giro d'Italia, Stage 10 : Modena - Salsomaggiore Terme",88.0,SANCHEZ GONZALEZ Samuel,0
18/05/2014,"Giro d'Italia, Stage 9 : Lugo - Sestola",49.0,SANCHEZ GONZALEZ Samuel,0
17/05/2014,"Giro d'Italia, Stage 8 : Foligno - Montecopiolo",23.0,SANCHEZ GONZALEZ Samuel,0
16/05/2014,"Giro d'Italia, Stage 7 : Frosinone - Foligno",38.0,SANCHEZ GONZALEZ Samuel,0
15/05/2014,"Giro d'Italia, Stage 6 : Sassano - Montecassino",21.0,SANCHEZ GONZALEZ Samuel,0
14/05/2014,"Giro d'Italia, Stage 5 : Taranto - Viggiano",55.0,SANCHEZ GONZALEZ Samuel,0
13/05/2014,"Giro d'Italia, Stage 4 : Giovinazzo - Bari",105.0,SANCHEZ GONZALEZ Samuel,0
11/05/2014,"Giro d'Italia, Stage 3 : Armagh (Gbr) - Dublin (Irl)",65.0,SANCHEZ GONZALEZ Samuel,0
10/05/2014,"Giro d'Italia, Stage 2 : Belfast (Gbr) - Belfast (Gbr)",103.0,SANCHEZ GONZALEZ Samuel,0
9/05/2014,"Giro d'Italia, Stage 1 : Belfast (Gbr) T.T.T.",3.0,SANCHEZ GONZALEZ Samuel,6
27/04/2014,Liège - Bastogne - Liège,31.0,SANCHEZ GONZALEZ Samuel,5
23/04/2014,Flèche Wallonne,34.0,SANCHEZ GONZALEZ Samuel,5
20/04/2014,Amstel Gold Race,62.0,SANCHEZ GONZALEZ Samuel,5
12/04/2014,Vuelta al Pais Vasco,15.0,SANCHEZ GONZALEZ Samuel,38
12/04/2014,"Vuelta al Pais Vasco, Stage 6 : Markina-Xemein - Markina-Xemein I.T.T.",44.0,SANCHEZ GONZALEZ Samuel,0
11/04/2014,"Vuelta al Pais Vasco, Stage 5 : Eibar - Markina-Xemein",19.0,SANCHEZ GONZALEZ Samuel,0
10/04/2014,"Vuelta al Pais Vasco, Stage 4 : Vitoria-Gasteiz - Eibar (Arrate)",3.0,SANCHEZ GONZALEZ Samuel,18
9/04/2014,"Vuelta al Pais Vasco, Stage 3 : Urdax - Vitoria-Gasteiz",30.0,SANCHEZ GONZALEZ Samuel,0
8/04/2014,"Vuelta al Pais Vasco, Stage 2 : Ordizia - Dantxarinea-Urdazabi",17.0,SANCHEZ GONZALEZ Samuel,0
7/04/2014,"Vuelta al Pais Vasco, Stage 1 : Ordizia - Ordizia",15.0,SANCHEZ GONZALEZ Samuel,0
30/03/2014,Volta a Catalunya,45.0,SANCHEZ GONZALEZ Samuel,5
30/03/2014,"Volta a Catalunya, Stage 7 : Barcelona - Barcelona",32.0,SANCHEZ GONZALEZ Samuel,0
29/03/2014,"Volta a Catalunya, Stage 6 : El Vendrell - Vilanova i la Geltru",65.0,SANCHEZ GONZALEZ Samuel,0
28/03/2014,"Volta a Catalunya, Stage 5 : Llanars-Vall de Camprodon - Valls",22.0,SANCHEZ GONZALEZ Samuel,0
27/03/2014,"Volta a Catalunya, Stage 4 : Alp - Vallter 2000/Setcases",67.0,SANCHEZ GONZALEZ Samuel,0
26/03/2014,"Volta a Catalunya, Stage 3 : Banyoles - Alp/La Molina",40.0,SANCHEZ GONZALEZ Samuel,0
25/03/2014,"Volta a Catalunya, Stage 2 : Mataro - Girona",109.0,SANCHEZ GONZALEZ Samuel,0
24/03/2014,"Volta a Catalunya, Stage 1 : Calella - Calella",30.0,SANCHEZ GONZALEZ Samuel,0
9/03/2014,Roma Maxima,50.0,SANCHEZ GONZALEZ Samuel,0
8/03/2014,Strade Bianche,39.0,SANCHEZ GONZALEZ Samuel,0
2/03/2014,Valence Drôme Classic,56.0,SANCHEZ GONZALEZ Samuel,0
1/03/2014,Classic Sud Ardèche - Souvenir Francis Delpech,39.0,SANCHEZ GONZALEZ Samuel,0
23/02/2014,Tour du Haut-Var,37.0,SANCHEZ GONZALEZ Samuel,0
21/09/2014,GP d'Isbergues - Pas de Calais,29.,SCHÄR Michael,0
20/09/2014,GP Impanis - Van Petegem,50.,SCHÄR Michael,0
14/09/2014,GP de Montréal,77.,SCHÄR Michael,5
12/09/2014,GP de Québec,53.,SCHÄR Michael,5
31/08/2014,GP Ouest France - Plouay,134.,SCHÄR Michael,5
24/08/2014,USA Pro Challenge - Tour of Colorado,21.,SCHÄR Michael,10
24/08/2014,"USA Pro Challenge - Tour of Colorado, Stage 7 : Boulder - Denver",3.,SCHÄR Michael,10
22/08/2014,"USA Pro Challenge - Tour of Colorado, Stage 5 : Woodland Park - Breckenridge",19.,SCHÄR Michael,0
21/08/2014,"USA Pro Challenge - Tour of Colorado, Stage 4 : Colorado Springs - Colorado Springs",17.,SCHÄR Michael,0
18/08/2014,"USA Pro Challenge - Tour of Colorado, Stage 1 : Aspen - Aspen",7.,SCHÄR Michael,0
10/08/2014,Tour of Utah,28.,SCHÄR Michael,3
5/08/2014,"Tour of Utah, Stage 2 : Panguitch - Torrey",1.,SCHÄR Michael,20
27/07/2014,Tour de France,43.,SCHÄR Michael,28
27/07/2014,"Tour de France, Stage 21 : Evry - Paris",46.,SCHÄR Michael,0
26/07/2014,"Tour de France, Stage 20 : Bergerac - Perigueux I.T.T.",91.,SCHÄR Michael,0
25/07/2014,"Tour de France, Stage 19 : Maubourguet - Bergerac",41.,SCHÄR Michael,0
24/07/2014,"Tour de France, Stage 18 : Pau - Hautacam",37.,SCHÄR Michael,0
23/07/2014,"Tour de France, Stage 17 : Saint-Gaudens - Saint-Lary-Soulan/Pla d'Adet",41.,SCHÄR Michael,0
22/07/2014,"Tour de France, Stage 16 : Carcassonne - Bagneres-de-Luchon",77.,SCHÄR Michael,0
20/07/2014,"Tour de France, Stage 15 : Tallard - Nîmes",32.,SCHÄR Michael,0
19/07/2014,"Tour de France, Stage 14 : Grenoble - Risoul",48.,SCHÄR Michael,0
18/07/2014,"Tour de France, Stage 13 : Saint-Etienne - Chamrousse",52.,SCHÄR Michael,0
17/07/2014,"Tour de France, Stage 12 : Bourg-en-Bresse - Saint-Etienne",61.,SCHÄR Michael,0
16/07/2014,"Tour de France, Stage 11 : Besancon - Oyonnax",49.,SCHÄR Michael,0
14/07/2014,"Tour de France, Stage 10 : Mulhouse - La Planche des Belles Filles",70.,SCHÄR Michael,0
13/07/2014,"Tour de France, Stage 9 : Gerardmer - Mulhouse",37.,SCHÄR Michael,0
12/07/2014,"Tour de France, Stage 8 : Tomblaine - Gerardmer/La Mauselaine",78.,SCHÄR Michael,0
11/07/2014,"Tour de France, Stage 7 : Epernay - Nancy",112.,SCHÄR Michael,0
10/07/2014,"Tour de France, Stage 6 : Arras - Reims",41.,SCHÄR Michael,0
9/07/2014,"Tour de France, Stage 5 : Ieper (Bel) - Arenberg",38.,SCHÄR Michael,0
8/07/2014,"Tour de France, Stage 4 : Le Touquet Paris-Plage - Lille",32.,SCHÄR Michael,0
7/07/2014,"Tour de France, Stage 3 : Cambridge (GBr) - London (GBr)",22.,SCHÄR Michael,0
6/07/2014,"Tour de France, Stage 2 : York (GBr) - Sheffield (GBr)",97.,SCHÄR Michael,0
5/07/2014,"Tour de France, Stage 1 : Leeds (GBr) - Harrogate (GBr)",106.,SCHÄR Michael,0
29/06/2014,National Championships Switzerland (Roggliswil) R.R.,18.,SCHÄR Michael,0
22/06/2014,Tour de Suisse,33.,SCHÄR Michael,5
22/06/2014,"Tour de Suisse, Stage 9 : Martigny - Saas-Fee",30.,SCHÄR Michael,0
21/06/2014,"Tour de Suisse, Stage 8 : Delémont - Verbier",59.,SCHÄR Michael,0
20/06/2014,"Tour de Suisse, Stage 7 : Worb - Worb I.T.T.",107.,SCHÄR Michael,0
19/06/2014,"Tour de Suisse, Stage 6 : Buren an der Aare - Delémont",27.,SCHÄR Michael,0
18/06/2014,"Tour de Suisse, Stage 5 : Ossingen - Buren an der Aare",41.,SCHÄR Michael,0
17/06/2014,"Tour de Suisse, Stage 4 : Heiden - Ossingen",36.,SCHÄR Michael,0
16/06/2014,"Tour de Suisse, Stage 3 : Sarnen - Heiden",58.,SCHÄR Michael,0
15/06/2014,"Tour de Suisse, Stage 2 : Bellinzona - Sarnen",23.,SCHÄR Michael,0
14/06/2014,"Tour de Suisse, Stage 1 : Bellinzona - Bellinzona I.T.T.",81.,SCHÄR Michael,0
12/06/2014,GP Kanton Aargau - Gippingen,22.,SCHÄR Michael,5
18/05/2014,Tour of California,39.,SCHÄR Michael,5
20/04/2014,Amstel Gold Race,DNF,SCHÄR Michael,0
13/04/2014,Paris - Roubaix,34.,SCHÄR Michael,5
9/04/2014,Scheldeprijs,138.,SCHÄR Michael,0
6/04/2014,Ronde van Vlaanderen,70.,SCHÄR Michael,5
30/03/2014,Gent - Wevelgem,32.,SCHÄR Michael,5
28/03/2014,E3 Prijs Vlaanderen - Harelbeke,DNF,SCHÄR Michael,0
23/03/2014,Milano - Sanremo,DNF,SCHÄR Michael,0
18/03/2014,Tirreno - Adriatico,39.,SCHÄR Michael,5
18/03/2014,"Tirreno - Adriatico, Stage 7 : San Benedetto del Tronto I.T.T.",91.,SCHÄR Michael,0
17/03/2014,"Tirreno - Adriatico, Stage 6 : Bucchianico - Porto Sant'Elpidio",58.,SCHÄR Michael,0
16/03/2014,"Tirreno - Adriatico, Stage 5 : Amatrice - Guardiagrele",53.,SCHÄR Michael,0
15/03/2014,"Tirreno - Adriatico, Stage 4 : Indicatore - Cittareale (Selva Rotonda)",48.,SCHÄR Michael,0
14/03/2014,"Tirreno - Adriatico, Stage 3 : Cascina - Arezzo",95.,SCHÄR Michael,0
13/03/2014,"Tirreno - Adriatico, Stage 2 : San Vincenzo - Cascina",61.,SCHÄR Michael,0
12/03/2014,"Tirreno - Adriatico, Stage 1 : Donoratico - San Vincenzo T.T.T.",11.,SCHÄR Michael,0
8/03/2014,Strade Bianche,23.,SCHÄR Michael,0
23/02/2014,Tour of Oman,42.,SCHÄR Michael,5
14/02/2014,Tour of Qatar,16.,SCHÄR Michael,19
9/02/2014,"Tour of Qatar, Stage 1 : Al Wakra - Dukhan",3.,SCHÄR Michael,10
14/09/2014,GP de Montréal,42.,STETINA Peter,5
12/09/2014,GP de Québec,DNF,STETINA Peter,0
24/08/2014,USA Pro Challenge - Tour of Colorado,23.,STETINA Peter,8
18/08/2014,"USA Pro Challenge - Tour of Colorado, Stage 1 : Aspen - Aspen",15.,STETINA Peter,0
2/08/2014,Clasica San Sebastian,DNF,STETINA Peter,0
27/07/2014,Tour de France,35.,STETINA Peter,39
27/07/2014,"Tour de France, Stage 21 : Evry - Paris",55.,STETINA Peter,0
26/07/2014,"Tour de France, Stage 20 : Bergerac - Perigueux I.T.T.",103.,STETINA Peter,0
25/07/2014,"Tour de France, Stage 19 : Maubourguet - Bergerac",114.,STETINA Peter,0
24/07/2014,"Tour de France, Stage 18 : Pau - Hautacam",21.,STETINA Peter,0
23/07/2014,"Tour de France, Stage 17 : Saint-Gaudens - Saint-Lary-Soulan/Pla d'Adet",44.,STETINA Peter,0
22/07/2014,"Tour de France, Stage 16 : Carcassonne - Bagneres-de-Luchon",47.,STETINA Peter,0
20/07/2014,"Tour de France, Stage 15 : Tallard - Nîmes",112.,STETINA Peter,0
19/07/2014,"Tour de France, Stage 14 : Grenoble - Risoul",41.,STETINA Peter,0
18/07/2014,"Tour de France, Stage 13 : Saint-Etienne - Chamrousse",24.,STETINA Peter,0
17/07/2014,"Tour de France, Stage 12 : Bourg-en-Bresse - Saint-Etienne",52.,STETINA Peter,0
16/07/2014,"Tour de France, Stage 11 : Besancon - Oyonnax",55.,STETINA Peter,0
14/07/2014,"Tour de France, Stage 10 : Mulhouse - La Planche des Belles Filles",47.,STETINA Peter,0
13/07/2014,"Tour de France, Stage 9 : Gerardmer - Mulhouse",85.,STETINA Peter,0
12/07/2014,"Tour de France, Stage 8 : Tomblaine - Gerardmer/La Mauselaine",70.,STETINA Peter,0
11/07/2014,"Tour de France, Stage 7 : Epernay - Nancy",114.,STETINA Peter,0
10/07/2014,"Tour de France, Stage 6 : Arras - Reims",96.,STETINA Peter,0
9/07/2014,"Tour de France, Stage 5 : Ieper (Bel) - Arenberg",123.,STETINA Peter,0
8/07/2014,"Tour de France, Stage 4 : Le Touquet Paris-Plage - Lille",182.,STETINA Peter,0
7/07/2014,"Tour de France, Stage 3 : Cambridge (GBr) - London (GBr)",120.,STETINA Peter,0
6/07/2014,"Tour de France, Stage 2 : York (GBr) - Sheffield (GBr)",74.,STETINA Peter,0
5/07/2014,"Tour de France, Stage 1 : Leeds (GBr) - Harrogate (GBr)",69.,STETINA Peter,0
15/06/2014,Critérium du Dauphiné,48.,STETINA Peter,5
15/06/2014,"Critérium du Dauphiné, Stage 8 : Megève - Courchevel",75.,STETINA Peter,0
14/06/2014,"Critérium du Dauphiné, Stage 7 : Ville-la-Grand - Finaut/Émosson (Sui)",58.,STETINA Peter,0
13/06/2014,"Critérium du Dauphiné, Stage 6 : Grenoble - Poisy",74.,STETINA Peter,0
12/06/2014,"Critérium du Dauphiné, Stage 5 : Sisteron - La Mure",42.,STETINA Peter,0
11/06/2014,"Critérium du Dauphiné, Stage 4 : Montélimar - Gap",42.,STETINA Peter,0
10/06/2014,"Critérium du Dauphiné, Stage 3 : Ambert - Le Teil",110.,STETINA Peter,0
9/06/2014,"Critérium du Dauphiné, Stage 2 : Tarare - Col du Béal",32.,STETINA Peter,0
8/06/2014,"Critérium du Dauphiné, Stage 1 : Lyon - Lyon I.T.T.",135.,STETINA Peter,0
18/05/2014,Tour of California,6.,STETINA Peter,68
17/05/2014,"Tour of California, Stage 7 : Santa Clarita - Pasadena",20.,STETINA Peter,0
16/05/2014,"Tour of California, Stage 6 : Santa Clarita - Mountain High Resort",6.,STETINA Peter,0
13/05/2014,"Tour of California, Stage 3 : San Jose - Mount Diablo",7.,STETINA Peter,0
16/04/2014,Brabantse Pijl,52.,STETINA Peter,0
11/04/2014,Circuit de la Sarthe - Pays de la Loire,18.,STETINA Peter,7
10/04/2014,"Circuit de la Sarthe - Pays de la Loire, Stage 4 : Angers - Pré-en-Pail",17.,STETINA Peter,0
30/03/2014,Volta a Catalunya,37.,STETINA Peter,5
30/03/2014,"Volta a Catalunya, Stage 7 : Barcelona - Barcelona",75.,STETINA Peter,0
29/03/2014,"Volta a Catalunya, Stage 6 : El Vendrell - Vilanova i la Geltru",100.,STETINA Peter,0
28/03/2014,"Volta a Catalunya, Stage 5 : Llanars-Vall de Camprodon - Valls",46.,STETINA Peter,0
27/03/2014,"Volta a Catalunya, Stage 4 : Alp - Vallter 2000/Setcases",40.,STETINA Peter,0
26/03/2014,"Volta a Catalunya, Stage 3 : Banyoles - Alp/La Molina",23.,STETINA Peter,0
